"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3628","Test Case 18: View Category Products","ui-chromium","2026-08-30","passed","2026-08-30","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","131","API 5: POST To Search Product","api","2026-08-30","passed","2026-08-30","Product APIs","api/documented/products.spec.ts","",""
"","1890","Test Case 3: Login User with incorrect email and password","ui-chromium","2026-08-30","passed","2026-08-30","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","135","API 9: DELETE To Verify Login","api","2026-08-30","passed","2026-08-30","Authentication APIs","api/documented/authentication.spec.ts","",""
"","2643","Test Case 7: Verify Test Cases Page","ui-chromium","2026-08-30","passed","2026-08-30","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","16996","Test Case 24: Download Invoice after purchase order","ui-chromium","2026-08-30","passed","2026-08-30","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","205","API 1: Get All Products List","api","2026-08-30","passed","2026-08-30","Product APIs","api/documented/products.spec.ts","",""
"","151","API 4: PUT To All Brands List","api","2026-08-30","passed","2026-08-30","Brand APIs","api/documented/brands.spec.ts","",""
"","6558","Test Case 5: Register User with existing email","ui-chromium","2026-08-30","passed","2026-08-30","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","3379","Test Case 21: Add review on product","ui-chromium","2026-08-30","passed","2026-08-30","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","10970","Test Case 1: Register User","ui-chromium","2026-08-30","passed","2026-08-30","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","133","API 11: POST To Create User Account","api","2026-08-30","passed","2026-08-30","User Management APIs","api/documented/user-management.spec.ts","",""
"","3502","API 8: POST To Verify Login without email parameter","api","2026-08-30","passed","2026-08-30","Authentication APIs","api/documented/authentication.spec.ts","",""
"","3530","Test Case 9: Search Product","ui-chromium","2026-08-30","passed","2026-08-30","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","3290","Test Case 17: Remove Products From Cart","ui-chromium","2026-08-30","passed","2026-08-30","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","3337","Test Case 13: Verify Product quantity in Cart","ui-chromium","2026-08-30","passed","2026-08-30","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","1601","Test Case 10: Verify Subscription in home page","ui-chromium","2026-08-30","passed","2026-08-30","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","17408","Test Case 15: Place Order: Register before Checkout","ui-chromium","2026-08-30","passed","2026-08-30","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","5106","Test Case 2: Login User with correct email and password","ui-chromium","2026-08-30","passed","2026-08-30","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","2788","API 7: POST To Verify Login with valid details","api","2026-08-30","passed","2026-08-30","Authentication APIs","api/documented/authentication.spec.ts","",""
"","145","API 3: Get All Brands List","api","2026-08-30","passed","2026-08-30","Brand APIs","api/documented/brands.spec.ts","",""
"","143","API 6: POST To Search Product without search_product parameter","api","2026-08-30","passed","2026-08-30","Product APIs","api/documented/products.spec.ts","",""
"","6610","Test Case 6: Contact Us Form","ui-chromium","2026-08-30","passed","2026-08-30","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","12233","Test Case 20: Search Products and Verify Cart After Login","ui-chromium","2026-08-30","passed","2026-08-30","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","1323","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","ui-chromium","2026-08-30","passed","2026-08-30","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","2621","Test Case 8: Verify All Products and product detail page","ui-chromium","2026-08-30","passed","2026-08-30","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","3040","Test Case 22: Add to cart from Recommended items","ui-chromium","2026-08-30","passed","2026-08-30","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","1449","API 13: PUT To Update User Account","api","2026-08-30","passed","2026-08-30","User Management APIs","api/documented/user-management.spec.ts","",""
"","129","API 2: POST To All Products List","api","2026-08-30","passed","2026-08-30","Product APIs","api/documented/products.spec.ts","",""
"","3607","Test Case 19: View & Cart Brand Products","ui-chromium","2026-08-30","passed","2026-08-30","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","6101","Test Case 12: Add Products in Cart","ui-chromium","2026-08-30","passed","2026-08-30","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","18458","Test Case 14: Place Order: Register while Checkout","ui-chromium","2026-08-30","passed","2026-08-30","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","1853","API 12: DELETE To Delete User Account","api","2026-08-30","passed","2026-08-30","User Management APIs","api/documented/user-management.spec.ts","",""
"","2518","API 14: Get user account detail by email","api","2026-08-30","passed","2026-08-30","User Management APIs","api/documented/user-management.spec.ts","",""
"","7018","Test Case 4: Logout User","ui-chromium","2026-08-30","passed","2026-08-30","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","2385","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","ui-chromium","2026-08-30","passed","2026-08-30","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","139","API 10: POST To Verify Login with invalid details","api","2026-08-30","passed","2026-08-30","Authentication APIs","api/documented/authentication.spec.ts","",""
"","13580","Test Case 16: Place Order: Login before Checkout","ui-chromium","2026-08-30","passed","2026-08-30","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","2503","Test Case 11: Verify Subscription in Cart page","ui-chromium","2026-08-30","passed","2026-08-30","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","15857","Test Case 23: Verify address details in checkout page","ui-chromium","2026-08-30","passed","2026-08-30","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
