"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2207","API 13: PUT To Update User Account","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:20 UTC 2025","User Management APIs","api/documented/user-management.spec.ts","",""
"","2129","Test Case 10: Verify Subscription in home page","ui-chromium","Sat Nov 01 01:41:34 UTC 2025","passed","Sat Nov 01 01:41:36 UTC 2025","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","105","API 6: POST To Search Product without search_product parameter","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","Product APIs","api/documented/products.spec.ts","",""
"","5324","Test Case 12: Add Products in Cart","ui-chromium","Sat Nov 01 01:40:37 UTC 2025","passed","Sat Nov 01 01:40:43 UTC 2025","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","102","API 2: POST To All Products List","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","Product APIs","api/documented/products.spec.ts","",""
"","15423","Test Case 15: Place Order: Register before Checkout","ui-chromium","Sat Nov 01 01:40:50 UTC 2025","passed","Sat Nov 01 01:41:06 UTC 2025","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","2968","API 8: POST To Verify Login without email parameter","api","Sat Nov 01 01:40:15 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","Authentication APIs","api/documented/authentication.spec.ts","",""
"","1583","API 12: DELETE To Delete User Account","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:19 UTC 2025","User Management APIs","api/documented/user-management.spec.ts","",""
"","13226","Test Case 23: Verify address details in checkout page","ui-chromium","Sat Nov 01 01:41:06 UTC 2025","passed","Sat Nov 01 01:41:19 UTC 2025","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","134","API 5: POST To Search Product","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","Product APIs","api/documented/products.spec.ts","",""
"","105","API 4: PUT To All Brands List","api","Sat Nov 01 01:40:17 UTC 2025","passed","Sat Nov 01 01:40:17 UTC 2025","Brand APIs","api/documented/brands.spec.ts","",""
"","15565","Test Case 14: Place Order: Register while Checkout","ui-chromium","Sat Nov 01 01:40:46 UTC 2025","passed","Sat Nov 01 01:41:02 UTC 2025","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","100","API 10: POST To Verify Login with invalid details","api","Sat Nov 01 01:40:17 UTC 2025","passed","Sat Nov 01 01:40:17 UTC 2025","Authentication APIs","api/documented/authentication.spec.ts","",""
"","7450","Test Case 22: Add to cart from Recommended items","ui-chromium","Sat Nov 01 01:40:43 UTC 2025","passed","Sat Nov 01 01:40:50 UTC 2025","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","11397","Test Case 6: Contact Us Form","ui-chromium","Sat Nov 01 01:41:19 UTC 2025","passed","Sat Nov 01 01:41:30 UTC 2025","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","2850","Test Case 19: View & Cart Brand Products","ui-chromium","Sat Nov 01 01:41:39 UTC 2025","passed","Sat Nov 01 01:41:42 UTC 2025","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","1489","Test Case 7: Verify Test Cases Page","ui-chromium","Sat Nov 01 01:41:30 UTC 2025","passed","Sat Nov 01 01:41:32 UTC 2025","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","1985","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","ui-chromium","Sat Nov 01 01:41:45 UTC 2025","passed","Sat Nov 01 01:41:47 UTC 2025","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","3129","Test Case 9: Search Product","ui-chromium","Sat Nov 01 01:41:36 UTC 2025","passed","Sat Nov 01 01:41:39 UTC 2025","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","12012","Test Case 20: Search Products and Verify Cart After Login","ui-chromium","Sat Nov 01 01:41:40 UTC 2025","passed","Sat Nov 01 01:41:52 UTC 2025","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","3594","Test Case 21: Add review on product","ui-chromium","Sat Nov 01 01:41:42 UTC 2025","passed","Sat Nov 01 01:41:45 UTC 2025","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","11689","Test Case 1: Register User","ui-chromium","Sat Nov 01 01:40:21 UTC 2025","passed","Sat Nov 01 01:40:33 UTC 2025","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","6639","Test Case 2: Login User with correct email and password","ui-chromium","Sat Nov 01 01:40:22 UTC 2025","passed","Sat Nov 01 01:40:29 UTC 2025","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","110","API 3: Get All Brands List","api","Sat Nov 01 01:40:17 UTC 2025","passed","Sat Nov 01 01:40:17 UTC 2025","Brand APIs","api/documented/brands.spec.ts","",""
"","1551","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","ui-chromium","Sat Nov 01 01:41:47 UTC 2025","passed","Sat Nov 01 01:41:49 UTC 2025","User Experience Tests","ui/documented/user-experience.spec.ts","",""
"","15789","Test Case 16: Place Order: Login before Checkout","ui-chromium","Sat Nov 01 01:41:02 UTC 2025","passed","Sat Nov 01 01:41:18 UTC 2025","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","3162","Test Case 18: View Category Products","ui-chromium","Sat Nov 01 01:41:37 UTC 2025","passed","Sat Nov 01 01:41:40 UTC 2025","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","6103","Test Case 4: Logout User","ui-chromium","Sat Nov 01 01:40:31 UTC 2025","passed","Sat Nov 01 01:40:37 UTC 2025","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","3550","Test Case 17: Remove Products From Cart","ui-chromium","Sat Nov 01 01:40:43 UTC 2025","passed","Sat Nov 01 01:40:46 UTC 2025","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","2870","Test Case 13: Verify Product quantity in Cart","ui-chromium","Sat Nov 01 01:40:40 UTC 2025","passed","Sat Nov 01 01:40:43 UTC 2025","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","15896","Test Case 24: Download Invoice after purchase order","ui-chromium","Sat Nov 01 01:41:18 UTC 2025","passed","Sat Nov 01 01:41:34 UTC 2025","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","2095","Test Case 11: Verify Subscription in Cart page","ui-chromium","Sat Nov 01 01:41:35 UTC 2025","passed","Sat Nov 01 01:41:37 UTC 2025","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","108","API 9: DELETE To Verify Login","api","Sat Nov 01 01:40:17 UTC 2025","passed","Sat Nov 01 01:40:17 UTC 2025","Authentication APIs","api/documented/authentication.spec.ts","",""
"","1606","API 14: Get user account detail by email","api","Sat Nov 01 01:40:19 UTC 2025","passed","Sat Nov 01 01:40:21 UTC 2025","User Management APIs","api/documented/user-management.spec.ts","",""
"","131","API 11: POST To Create User Account","api","Sat Nov 01 01:40:18 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","User Management APIs","api/documented/user-management.spec.ts","",""
"","2748","Test Case 8: Verify All Products and product detail page","ui-chromium","Sat Nov 01 01:41:32 UTC 2025","passed","Sat Nov 01 01:41:35 UTC 2025","Content and Navigation Tests","ui/documented/content-navigation.spec.ts","",""
"","2010","Test Case 3: Login User with incorrect email and password","ui-chromium","Sat Nov 01 01:40:29 UTC 2025","passed","Sat Nov 01 01:40:31 UTC 2025","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","2222","API 7: POST To Verify Login with valid details","api","Sat Nov 01 01:40:15 UTC 2025","passed","Sat Nov 01 01:40:17 UTC 2025","Authentication APIs","api/documented/authentication.spec.ts","",""
"","165","API 1: Get All Products List","api","Sat Nov 01 01:40:17 UTC 2025","passed","Sat Nov 01 01:40:18 UTC 2025","Product APIs","api/documented/products.spec.ts","",""
"","5751","Test Case 5: Register User with existing email","ui-chromium","Sat Nov 01 01:40:34 UTC 2025","passed","Sat Nov 01 01:40:40 UTC 2025","Authentication Tests","ui/documented/authentication.spec.ts","",""
