"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10854","Test Case 1: Register User","ui-chromium","Wed Mar 25 02:09:35 UTC 2026","passed","Wed Mar 25 02:09:46 UTC 2026","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","17629","Test Case 14: Place Order: Register while Checkout","ui-chromium","Wed Mar 25 02:10:00 UTC 2026","passed","Wed Mar 25 02:10:18 UTC 2026","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","62","API 2: POST To All Products List","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:30 UTC 2026","Product APIs","api/documented/products.spec.ts","",""
"","3086","API 12: DELETE To Delete User Account","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:34 UTC 2026","User Management APIs","api/documented/user-management.spec.ts","",""
"","3193","Test Case 19: View & Cart Brand Products","ui-chromium","Wed Mar 25 02:10:51 UTC 2026","passed","Wed Mar 25 02:10:54 UTC 2026","Product Discovery Tests","ui/documented/product-discovery.spec.ts","",""
"","2742","Test Case 3: Login User with incorrect email and password","ui-chromium","Wed Mar 25 02:09:44 UTC 2026","passed","Wed Mar 25 02:09:47 UTC 2026","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","60","API 6: POST To Search Product without search_product parameter","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:30 UTC 2026","Product APIs","api/documented/products.spec.ts","",""
"","13992","Test Case 23: Verify address details in checkout page","ui-chromium","Wed Mar 25 02:10:19 UTC 2026","passed","Wed Mar 25 02:10:33 UTC 2026","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","2578","Test Case 22: Add to cart from Recommended items","ui-chromium","Wed Mar 25 02:09:58 UTC 2026","passed","Wed Mar 25 02:10:01 UTC 2026","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","78","API 3: Get All Brands List","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:30 UTC 2026","Brand APIs","api/documented/brands.spec.ts","",""
"","7170","Test Case 2: Login User with correct email and password","ui-chromium","Wed Mar 25 02:09:35 UTC 2026","passed","Wed Mar 25 02:09:43 UTC 2026","Authentication Tests","ui/documented/authentication.spec.ts","",""
"","17873","Test Case 15: Place Order: Register before Checkout","ui-chromium","Wed Mar 25 02:10:01 UTC 2026","passed","Wed Mar 25 02:10:19 UTC 2026","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","4065","Test Case 13: Verify Product quantity in Cart","ui-chromium","Wed Mar 25 02:09:53 UTC 2026","passed","Wed Mar 25 02:09:57 UTC 2026","Cart Operations Tests","ui/documented/cart-operations.spec.ts","",""
"","74","API 10: POST To Verify Login with invalid details","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:30 UTC 2026","Authentication APIs","api/documented/authentication.spec.ts","",""
"","16916","Test Case 24: Download Invoice after purchase order","ui-chromium","Wed Mar 25 02:10:31 UTC 2026","passed","Wed Mar 25 02:10:48 UTC 2026","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
"","78","API 9: DELETE To Verify Login","api","Wed Mar 25 02:09:30 UTC 2026","passed","Wed Mar 25 02:09:30 UTC 2026","Authentication APIs","api/documented/authentication.spec.ts","",""
"","12558","Test Case 16: Place Order: Login before Checkout","ui-chromium","Wed Mar 25 02:10:18 UTC 2026","passed","Wed Mar 25 02:10:31 UTC 2026","Checkout and Order Tests","ui/documented/checkout-flows.spec.ts","",""
